lord_id,name,alliance_id,alliance_tag,town_center,home_server,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
5751068,ᵀᶦⁿʸ TᴡB raz ˢᵐᵒˡ,369276,-I-,25,509,106404115,509,743917866,Wilderburg,0,"106,404,115",46290886,31732531,18680998,9699700,7042047,450367919,2755,72159,157730,1273,339354806,370548532,325531581,1590140872,1523,3402779559,890,88798,11321256588,10519449587,8058592631,6475576786,-,227118017,304648316,25889438,16614070,168537339
8369640,SHAMASH,276578,FR_X,25,403,106392796,403,187996822,League of Order,0,"106,392,796",47055257,31732531,18680998,8604010,1420843,541293103,286,85046,145197,320,2485760469,4055735281,2652243685,3836666933,20847,102606639,23,172799,9082806188,13075784687,8506585078,6051609455,-,86593426,67267782,6955514,5027186,22021127
5624025,ᴰᵉᵃᵈˡʸJoZeTo,251652,7Sin,25,344,106290143,344,107844060,Wilderburg,0,"106,290,143",48197844,31732531,18267538,7772230,1006319,301356500,177,43990,105498,516,4154843464,4538669808,3164519445,1810668588,5684,100279030,25,70383,7342916441,8865782476,5557935594,3965011038,-,38575743,54701063,4008227,855045,9569816
4798367,Central Cee,251652,7Sin,25,344,103966173,344,253976206,League of Order,0,"106,195,125",47256144,31732531,17827608,7149890,1170840,319179683,53,30473,140675,1928,3388220732,5054436550,2782711152,2393391670,31471,487978965,100,157041,4661033487,6373930165,3625871980,2421389766,-,56363314,141437553,6937912,1659372,47542349
10885078,Fʀᴀɴᴋ 프랭크,268674,MAD!,25,376,97065722,376,267913912,Springwardens,0,"105,696,472",38080143,31732531,18680998,8572050,1513753,226264494,854,25907,96435,639,1210190134,1086759900,786169915,1798581697,29531,307755552,69,143042,5830257464,5292388914,3932526347,3239787880,-,85378614,128049123,10883799,8913222,34119991
3437170,MeatPuppetᴿᴱᴮᴱᴸ,369276,-I-,25,509,105596104,509,518889530,League of Order,0,"105,596,104",47182365,31732531,18680998,8000210,1570151,439821541,116,36710,268545,361,3388227930,4382355575,2924646631,3096422908,18234,10000000,2,171184,8322603452,9926804538,6934192695,5074411769,-,162446380,311569258,3474554,1297590,40055808
12488142,ʜғシ S N I P E R  ʜғシ,295031,KO-E,25,458,105425765,458,154736143,League of Order,0,"105,477,305",47295286,31732531,18601498,7732450,1330837,255486437,36,46929,90912,505,2332324024,2322691194,1584561631,1549083398,1763,2204998,1,75907,6371771262,7122958844,4671621774,3470328514,-,68043977,73146259,1156089,625960,11727247
8752256,Tajo,276578,FR_X,25,403,105302491,403,156180388,League of Order,0,"105,302,491",45203562,31732531,18680998,9365400,1593729,431226379,107,42530,116525,526,5225308262,5164338044,3929888888,3002372167,29588,542671907,135,189175,10105954587,10500643833,8382846577,5771241466,-,50590751,88827087,878506,1378194,14488482
8137655,demellz 2,276578,FR_X,25,403,105248152,403,411813159,Springwardens,0,"105,248,152",50336956,31732531,16518645,6660020,520044,294086697,67,22119,110012,442,2470263337,2564850422,1643375142,3137626489,9826,28125000,8,120170,6872778252,7167778090,5428255052,4511567427,-,70539633,241601450,17033419,11106056,71478704
4130161,Сгутгас,196212,ED',25,17,105229767,17,206184198,League of Order,0,"105,229,767",45050598,31732531,18680998,9573640,1299429,356417822,90,45934,141188,366,3051728941,3176437944,1777084837,2464608058,1164,-,-,73513,6522203590,7133279155,3969382124,3301969701,-,98292820,67225802,1488421,1596481,37518332
10932562,太阳ꜱᴜɴ,268674,MAD!,25,376,92664253,376,210127103,League of Order,0,"105,079,403",34580524,31732531,18680998,7606200,1048589,230246980,208,18779,149730,409,1947204878,1659636752,1084602035,2135186139,4004,1431678683,365,177168,6171584876,6099690018,3948306266,2679624577,-,97330982,55260001,8838789,2659311,45957076
13680245,ᵍᵉⁿᵉʳᵃˡ ʜᴀɴɴɪʙᴀʟ,295031,KO-E,25,458,105020618,458,556990972,League of Order,0,"105,020,618",46525939,31732531,18680998,8081150,741214,488360094,271,37313,168459,913,1072959373,1141423630,887112993,4731356032,33414,3993025037,810,175338,13220058523,14655530042,11251321261,7206628187,-,224474742,265248594,8617546,5929434,52683015
13611824,Lupinho,295031,KO-E,25,458,103119924,458,525389171,Springwardens,0,"104,964,225",45269275,31732531,18680998,7373120,865866,276404823,174,90133,91031,801,1088242127,726340351,853621896,1429471568,4494,127101215,48,82060,8387006164,7787141839,5248871026,4350940791,-,124219190,356032443,12055091,3627282,29408210
3279998,Ƥestilence,196212,ED',25,17,104478961,17,503926280,League of Order,0,"104,478,961",44404780,31732531,18680998,9612700,2637324,475406188,167,68983,181215,189,2729715590,2405264401,2322453022,4877493780,3273,176840000,36,104717,13639264006,11276707150,8238601005,8189433301,-,277974968,176679537,6817799,2800881,39504793
